loss,custom_accuracy,val_loss,val_custom_accuracy
0.8918554782867432,0.5707013607025146,0.8204258680343628,0.32033899426460266
0.7346248626708984,0.5987933874130249,1.0128482580184937,0.10677965730428696
0.7104583382606506,0.6091628670692444,0.7262214422225952,0.4237288236618042
0.6932345628738403,0.6174585223197937,0.779641330242157,0.3237287998199463
0.6741317510604858,0.633861243724823,0.8493552803993225,0.29830509424209595
0.6467729210853577,0.6694947481155396,0.6538200378417969,0.6186440587043762
0.6123568415641785,0.7113499045372009,0.6542991995811462,0.6271186470985413
0.5851325988769531,0.7360482811927795,0.6124016046524048,0.6796610355377197
0.5565489530563354,0.7582956552505493,0.7793540954589844,0.5169491767883301
0.5358728170394897,0.7618778347969055,0.6534846425056458,0.6322034001350403
0.5175597667694092,0.7679110169410706,0.7713941335678101,0.5423728823661804
0.5091084241867065,0.7731900215148926,0.7754546999931335,0.5542373061180115
0.4985639750957489,0.7786576151847839,0.7299312353134155,0.5813559293746948
0.4926382303237915,0.7773378491401672,0.6368300318717957,0.6576271057128906
0.4865924119949341,0.787895917892456,0.7859070301055908,0.5627118349075317
0.4812683165073395,0.7809200882911682,0.6890053153038025,0.6186440587043762
0.4789396822452545,0.7918552160263062,0.5077610015869141,0.7644068002700806
0.47141051292419434,0.7897812724113464,0.6498575210571289,0.6525423526763916
0.47551393508911133,0.7856335043907166,0.48875805735588074,0.7813559174537659
0.4660651385784149,0.796757161617279,0.6572806239128113,0.6457627415657043
0.4663887917995453,0.7975113391876221,0.43074995279312134,0.8237287998199463
0.4608050584793091,0.7980769276618958,0.6300353407859802,0.6593220233917236
0.4566793143749237,0.8007164597511292,0.34564128518104553,0.8898305296897888
0.4549853205680847,0.8010935187339783,0.5533490777015686,0.7305084466934204
0.4562780261039734,0.7946832776069641,0.5928906798362732,0.701694905757904
0.4504835605621338,0.8020362257957458,0.36330166459083557,0.8644067645072937
0.4536952078342438,0.8005279302597046,0.5923194289207458,0.698305070400238
0.4515019953250885,0.8033559322357178,0.6466937065124512,0.6491525173187256
0.45310506224632263,0.8029788732528687,0.4423002600669861,0.808474600315094
0.44815611839294434,0.8007164597511292,0.4518546462059021,0.806779682636261
0.447088360786438,0.8039215803146362,0.5774022936820984,0.7135593295097351
0.45188233256340027,0.8039215803146362,0.5750983953475952,0.694915235042572
0.4447401165962219,0.80844646692276,0.5555184483528137,0.7186440825462341
0.4486214220523834,0.8046756982803345,0.7194182276725769,0.6050847172737122
0.450518935918808,0.8069381713867188,0.487716943025589,0.7864406704902649
0.439436137676239,0.8080694079399109,0.43187659978866577,0.8152542114257812
0.44353410601615906,0.8080694079399109,0.5918827652931213,0.698305070400238
0.43956851959228516,0.8071267008781433,0.6914422512054443,0.6203389763832092
0.438590407371521,0.80844646692276,0.6784385442733765,0.6355932354927063
0.43918296694755554,0.8101432919502258,0.570328414440155,0.7220339179039001
0.43984147906303406,0.8086349964141846,0.5372465252876282,0.7423728704452515
0.43868502974510193,0.8110859990119934,0.604882538318634,0.693220317363739
0.4413219690322876,0.8075037598609924,0.440442830324173,0.8169491291046143
0.4332210123538971,0.8116515874862671,0.5701006650924683,0.7237288355827332
0.4345535635948181,0.811274528503418,0.3551570177078247,0.8813559412956238
0.434246689081192,0.8139140009880066,0.36312299966812134,0.8813559412956238
0.43502190709114075,0.8101432919502258,0.6059359908103943,0.693220317363739
0.4279106557369232,0.8095777034759521,0.5677164196968079,0.7152542471885681
0.430451363325119,0.8159879446029663,0.3581276834011078,0.8864406943321228
0.4291103482246399,0.810520350933075,0.4119178354740143,0.8389830589294434
0.42969441413879395,0.8148567080497742,0.6833711862564087,0.6508474349975586
0.43268439173698425,0.8116515874862671,0.35129472613334656,0.8796610236167908
0.4278750419616699,0.813725471496582,0.41183286905288696,0.8338983058929443
0.42483046650886536,0.8169305920600891,0.7388548851013184,0.6118643879890442
0.42481955885887146,0.8163650035858154,0.532891571521759,0.7559322118759155
0.4247555732727051,0.8141025900840759,0.7937839031219482,0.5898305177688599
0.421847939491272,0.8180618286132812,0.584686279296875,0.7271186709403992
0.4189871549606323,0.8195701241493225,0.37619251012802124,0.8694915175437927
0.4160640835762024,0.8220211267471313,0.41931161284446716,0.8237287998199463
0.4161131680011749,0.8199471831321716,0.5053039193153381,0.7661017179489136
0.4164058566093445,0.8231523633003235,0.6302914023399353,0.6864407062530518
0.42122381925582886,0.8161764740943909,0.5175666809082031,0.7644068002700806
0.4168178141117096,0.8184388875961304,0.41653120517730713,0.8355932235717773
0.41433438658714294,0.8239064812660217,0.4239124655723572,0.8220338821411133
0.4136712849140167,0.8265460133552551,0.30937352776527405,0.9067796468734741
0.4131549298763275,0.8267345428466797,0.5354239344596863,0.7542372941970825
0.41514894366264343,0.8207013607025146,0.3370186984539032,0.8949152827262878
0.4126814901828766,0.8218325972557068,0.5131477117538452,0.7694915533065796
0.40894731879234314,0.8203243017196655,0.41603884100914,0.8338983058929443
0.4070552885532379,0.828242838382721,0.42598021030426025,0.8186440467834473
0.4120910167694092,0.8229637742042542,0.542651355266571,0.7542372941970825
0.40664151310920715,0.8323906660079956,0.5124587416648865,0.7830508351325989
0.40348589420318604,0.8276772499084473,0.26211345195770264,0.9237288236618042
0.40742090344429016,0.8284313678741455,0.5779390931129456,0.7288135886192322
0.4054352343082428,0.8242835402488708,0.44676172733306885,0.8135592937469482
0.40052199363708496,0.8333333134651184,0.3231774568557739,0.8932203650474548
0.3964455723762512,0.8246606588363647,0.34812018275260925,0.8762711882591248
0.40123093128204346,0.8288084268569946,0.6847286224365234,0.6644067764282227
0.39062413573265076,0.8421945571899414,0.7084583640098572,0.6406779885292053
0.3967551290988922,0.8346530795097351,0.609368085861206,0.689830482006073
0.3943486511707306,0.832202136516571,0.4187202751636505,0.8271186351776123
0.3903242349624634,0.8389894366264343,0.42303603887557983,0.8203389644622803
0.3899432122707367,0.8359728455543518,0.3896336555480957,0.8474576473236084
0.3914586901664734,0.8346530795097351,0.4643121361732483,0.7915254235267639
0.3898327052593231,0.8338989615440369,0.46321380138397217,0.803389847278595
0.3908839225769043,0.834276020526886,0.21700040996074677,0.9508474469184875
0.38798004388809204,0.8376696705818176,0.5259489417076111,0.7576271295547485
0.38356414437294006,0.8388009071350098,0.5104994773864746,0.7694915533065796
0.38290712237358093,0.8437028527259827,0.6451223492622375,0.689830482006073
0.38107264041900635,0.8421945571899414,0.5366920828819275,0.7542372941970825
0.379682719707489,0.8489819169044495,0.47230586409568787,0.7966101765632629
0.3794156312942505,0.8429487347602844,0.34872445464134216,0.8745762705802917
0.3761047422885895,0.845588207244873,0.34512436389923096,0.8745762705802917
0.37610262632369995,0.8453996777534485,0.5436403155326843,0.7559322118759155
0.37724339962005615,0.8450226187705994,0.4916364252567291,0.7762711644172668
0.3741008937358856,0.8504902124404907,0.45115458965301514,0.8220338821411133
0.3707648515701294,0.8523755669593811,0.6280576586723328,0.696610152721405
0.37479710578918457,0.8465309143066406,0.5174534916877747,0.7779660820960999
0.3678310215473175,0.8478506803512573,0.4961149990558624,0.7881355881690979
0.37025880813598633,0.8504902124404907,0.43788912892341614,0.8220338821411133
0.3656556010246277,0.8501130938529968,0.5541261434555054,0.7440677881240845
0.3689732849597931,0.8504902124404907,0.45279937982559204,0.81186443567276
0.3654662072658539,0.8527526259422302,0.3011225461959839,0.8999999761581421
0.3608560562133789,0.8567119240760803,0.41993144154548645,0.8355932235717773
0.3667455315589905,0.8531296849250793,0.48511338233947754,0.798305094242096
0.36514386534690857,0.8531296849250793,0.5111778974533081,0.7745762467384338
0.35684967041015625,0.860105574131012,0.5053370594978333,0.7847457528114319
0.3633348047733307,0.8501130938529968,0.37085047364234924,0.8694915175437927
0.3578963279724121,0.8582202196121216,0.3806256651878357,0.8593220114707947
