loss,custom_accuracy,val_loss,val_custom_accuracy
0.12388952821493149,0.958521842956543,0.17913368344306946,0.9406779408454895
0.14222224056720734,0.9521116018295288,0.11422893404960632,0.9593220353126526
0.12847867608070374,0.9534313678741455,0.15756532549858093,0.9610169529914856
0.12046479433774948,0.959276020526886,0.13234205543994904,0.9525423645973206
0.1178680956363678,0.9596530795097351,0.13620273768901825,0.9627118706703186
0.12486907839775085,0.9611613750457764,0.17414192855358124,0.9525423645973206
0.11713888496160507,0.9588989615440369,0.1457592248916626,0.9677966237068176
0.12400180101394653,0.9596530795097351,0.13957113027572632,0.9661017060279846
0.12324777245521545,0.9581447839736938,0.1498880535364151,0.9677966237068176
0.11997062712907791,0.9604072570800781,0.1630271077156067,0.9644067883491516
0.12516838312149048,0.9588989615440369,0.2425840198993683,0.9389830231666565
0.150460883975029,0.9460784196853638,0.20834138989448547,0.9406779408454895
0.13096213340759277,0.9555052518844604,0.12490570545196533,0.9627118706703186
0.127272367477417,0.9573906660079956,0.40144553780555725,0.8677965998649597
0.13292019069194794,0.9555052518844604,0.17021672427654266,0.9576271176338196
0.11573569476604462,0.9624811410903931,0.15069721639156342,0.9677966237068176
0.11822958290576935,0.9611613750457764,0.20654505491256714,0.9322034120559692
0.1204075887799263,0.9575791954994202,0.1456575095653534,0.9677966237068176
0.10336261242628098,0.9658747911453247,0.1648118942975998,0.9525423645973206
0.10481957346200943,0.9690799117088318,0.15101996064186096,0.9423728585243225
0.14373232424259186,0.9519230723381042,0.1964367926120758,0.9491525292396545
0.12148341536521912,0.9573906660079956,0.1627982258796692,0.9525423645973206
0.11904968321323395,0.9594645500183105,0.15892209112644196,0.9559321999549866
0.12579748034477234,0.9600301384925842,0.1721159666776657,0.9593220353126526
0.11580555886030197,0.9641779661178589,0.1436063051223755,0.9610169529914856
0.11663369834423065,0.964555025100708,0.18006157875061035,0.9322034120559692
0.13514786958694458,0.9560708999633789,0.1942838579416275,0.9271186590194702
0.12358185648918152,0.9590874910354614,0.14182241261005402,0.9711864590644836
0.11486994475126266,0.9624811410903931,0.22085599601268768,0.9186440706253052
0.11999055743217468,0.9602187275886536,0.13428513705730438,0.9661017060279846
0.12475283443927765,0.9615384340286255,0.13704323768615723,0.9728813767433167
0.13292908668518066,0.958521842956543,0.23067477345466614,0.9169491529464722
0.1283077746629715,0.957202136516571,0.22236159443855286,0.9491525292396545
0.11409962922334671,0.964555025100708,0.14374122023582458,0.9677966237068176
0.09807799756526947,0.9700226187705994,0.16100715100765228,0.9542372822761536
0.11289236694574356,0.9624811410903931,0.18234175443649292,0.9644067883491516
0.10518130660057068,0.9662519097328186,0.17413760721683502,0.9728813767433167
0.09850381314754486,0.9702111482620239,0.15185385942459106,0.9525423645973206
0.11318942159414291,0.9630467295646667,0.17016151547431946,0.9457626938819885
0.10550571978092194,0.9679487347602844,0.17478640377521515,0.9542372822761536
0.10901627689599991,0.968137264251709,0.14826589822769165,0.9627118706703186
0.1095774918794632,0.968137264251709,0.18638330698013306,0.9559321999549866
0.1033293753862381,0.9675716161727905,0.13303713500499725,0.9677966237068176
0.1263408213853836,0.9604072570800781,0.25638511776924133,0.9152542352676392
0.10286268591880798,0.9685143232345581,0.12887710332870483,0.9627118706703186
0.0971517339348793,0.9726621508598328,0.44612210988998413,0.8745762705802917
0.10792671889066696,0.9660633206367493,0.13624995946884155,0.9661017060279846
0.09072234481573105,0.974170446395874,0.12301827222108841,0.9661017060279846
0.09621711820363998,0.9707767963409424,0.10770785808563232,0.9745762944221497
0.10017038136720657,0.9692685008049011,0.11053229868412018,0.9694915413856506
0.09811532497406006,0.9711538553237915,0.14598700404167175,0.9576271176338196
0.10748734325170517,0.9654977321624756,0.14067038893699646,0.9576271176338196
0.11313602328300476,0.9651206731796265,0.14462032914161682,0.9525423645973206
0.11292602866888046,0.9658747911453247,0.1454416662454605,0.9677966237068176
0.1014404445886612,0.9707767963409424,0.23966656625270844,0.9372881650924683
0.09943406283855438,0.9711538553237915,0.1221638023853302,0.9610169529914856
0.10487616807222366,0.9694570302963257,0.13664038479328156,0.9593220353126526
0.11147086322307587,0.9658747911453247,0.1387956589460373,0.9610169529914856
0.08816270530223846,0.9756787419319153,0.14166966080665588,0.9525423645973206
0.09931939095258713,0.9724736213684082,0.12069664895534515,0.9661017060279846
0.09907875955104828,0.9726621508598328,0.1360635608434677,0.9559321999549866
0.10205958783626556,0.9700226187705994,0.12396451085805893,0.9694915413856506
0.09769340604543686,0.9717194437980652,0.16225938498973846,0.9644067883491516
0.10029813647270203,0.970588207244873,0.17277298867702484,0.9525423645973206
0.09308067709207535,0.9737933874130249,0.1269506812095642,0.9610169529914856
0.10861366987228394,0.968137264251709,0.16434848308563232,0.9542372822761536
0.09104113280773163,0.9747360348701477,0.13343480229377747,0.9661017060279846
0.08823412656784058,0.9749245643615723,0.13480184972286224,0.9677966237068176
0.08391258865594864,0.9768099784851074,0.11983607709407806,0.9728813767433167
0.08216968178749084,0.9785068035125732,0.13596774637699127,0.9661017060279846
